n	id	author_disp	title_disp	author_refs	title	subtitle	suptitle1	suptitle2	byline	editor	date_from	date_to	date_display	place	monograph	volnum	pages	text_type	modernism	visual	lang_type	nstd_level	foreign_lang	foreign_level	note	
767	maj68-1270	Franci Zagoričnik (1933)	V pričakovanju Godota stvari pridobijo senco (1972) [maj68]	#ZagoričnikFranci	V pričakovanju Godota stvari pridobijo senco						1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	178	poezija	visoka	visoka	knjižni jezik	odsotna		odsotna	
768	maj68-1271	Franci Zagoričnik (1933)	Kaoous (1972) [maj68]	#ZagoričnikFranci	Kaoous						1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	179	poezija	visoka	visoka	knjižni jezik	odsotna		odsotna	
769	maj68-1272	Franci Zagoričnik (1933)	Parabola o svobodnih in drugih zvezdah (1972) [maj68]	#ZagoričnikFranci	Parabola o svobodnih in drugih zvezdah						1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	180	poezija	visoka	visoka	knjižni jezik	odsotna		odsotna	
770	maj68-1274	Ivo Svetina (1948)	Anica, zašil ti bom pizdo, Anica (1972) [maj68]	#SvetinaIvo	Anica, zašil ti bom pizdo, Anica						1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	199–205	proza	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
771	maj68-1275	Milan Jesih (1950)	Milijardni spomin: 1 (1972) [maj68]	#JesihMilan	1		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
772	maj68-1276	Milan Jesih (1950)	Milijardni spomin: 2 (1972) [maj68]	#JesihMilan	2		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
773	maj68-1277	Milan Jesih (1950)	Milijardni spomin: 3 (1972) [maj68]	#JesihMilan	3		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
774	maj68-1278	Milan Jesih (1950)	Milijardni spomin: 4 (1972) [maj68]	#JesihMilan	4		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
775	maj68-1279	Milan Jesih (1950)	Milijardni spomin: 5 (1972) [maj68]	#JesihMilan	5		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
776	maj68-1280	Milan Jesih (1950)	Milijardni spomin: 6 (1972) [maj68]	#JesihMilan	6		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
777	maj68-1281	Milan Jesih (1950)	Milijardni spomin: 7 (1972) [maj68]	#JesihMilan	7		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
778	maj68-1282	Milan Jesih (1950)	Milijardni spomin: 8 (1972) [maj68]	#JesihMilan	8		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
779	maj68-1283	Milan Jesih (1950)	Milijardni spomin: 9 (1972) [maj68]	#JesihMilan	9		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
780	maj68-1284	Milan Jesih (1950)	Milijardni spomin: 10 (1972) [maj68]	#JesihMilan	10		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
781	maj68-1285	Milan Jesih (1950)	Milijardni spomin: 11 (1972) [maj68]	#JesihMilan	11		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
782	maj68-1286	Milan Jesih (1950)	Milijardni spomin: 12 (1972) [maj68]	#JesihMilan	12		Milijardni spomin				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	206	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
783	maj68-1287	Marko Švabić (1949)	Potemkinov megalopolis (1972) [maj68]	#ŠvabićMarko	Potemkinov megalopolis				Švabič Marko		1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	212–222	proza	srednja	odsotna	knjižni jezik	odsotna		nizka	
784	maj68-1288	Franci Zagoričnik (1933)	Deus ex machina (1972) [maj68]	#ZagoričnikFranci	Deus ex machina						1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	223–229	proza	srednja	odsotna	splošni pogovorni jezik	nizka	italijanščina	nizka	
785	maj68-1289	Matjaž Kocbek (1946)	Žalosten sem: 1 (1972) [maj68]	#KocbekMatjaž	1		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
786	maj68-1290	Matjaž Kocbek (1946)	Žalosten sem: 2 (1972) [maj68]	#KocbekMatjaž	2		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
787	maj68-1291	Matjaž Kocbek (1946)	Žalosten sem: 3 (1972) [maj68]	#KocbekMatjaž	3		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
788	maj68-1292	Matjaž Kocbek (1946)	Žalosten sem: 4 (1972) [maj68]	#KocbekMatjaž	4		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
789	maj68-1293	Matjaž Kocbek (1946)	Žalosten sem: 5 (1972) [maj68]	#KocbekMatjaž	5		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
790	maj68-1294	Matjaž Kocbek (1946)	Žalosten sem: 6 (1972) [maj68]	#KocbekMatjaž	6		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
791	maj68-1295	Matjaž Kocbek (1946)	Žalosten sem: 7 (1972) [maj68]	#KocbekMatjaž	7		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
792	maj68-1296	Matjaž Kocbek (1946)	Žalosten sem: 6 (1972) [maj68]	#KocbekMatjaž	6		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
793	maj68-1297	Matjaž Kocbek (1946)	Žalosten sem: 5 (1972) [maj68]	#KocbekMatjaž	5		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
794	maj68-1298	Matjaž Kocbek (1946)	Žalosten sem: 4 (1972) [maj68]	#KocbekMatjaž	4		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
795	maj68-1299	Matjaž Kocbek (1946)	Žalosten sem: 3 (1972) [maj68]	#KocbekMatjaž	3		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
796	maj68-1300	Matjaž Kocbek (1946)	Žalosten sem: 2 (1972) [maj68]	#KocbekMatjaž	2		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
797	maj68-1301	Matjaž Kocbek (1946)	Žalosten sem: 1 (1972) [maj68]	#KocbekMatjaž	1		Žalosten sem				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	230	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
798	maj68-1303	Tomaž Kralj (1951)	Pokrov neskončnosti, pokrov nespečnosti (1972) [maj68]	#KraljTomaž	Pokrov neskončnosti, pokrov nespečnosti						1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	243–247	poezija	srednja	odsotna	knjižni jezik	odsotna	angleščina	nizka	
799	maj68-1305	Drago Jančar (1948)	V Filisteji (1972) [maj68]	#JančarDrago	V Filisteji						1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	253–262	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
800	maj68-1306	Emil Filipčič (1951);Branko Gradišnik (1951)	Kerubini (1972) [maj68]	#FilipčičEmil;#GradišnikBranko	Kerubini				Jožef Paganel		1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	263–285	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	Peto in šesto poglavje romana Kerubini.
801	maj68-1307	Pavel Lužan (1946)	Pesmi: Prometej (1972) [maj68]	#LužanPavel	Prometej		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	286	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
802	maj68-1308	Pavel Lužan (1946)	Pesmi: Odisej (1972) [maj68]	#LužanPavel	Odisej		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	287	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
803	maj68-1309	Pavel Lužan (1946)	Pesmi: Lady Jane (1972) [maj68]	#LužanPavel	Lady Jane		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	288	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
804	maj68-1310	Ifigenija Zagoričnik (1953)	Pesmi: O toku in procesu (1972) [maj68]	#ZagoričnikIfigenija	O toku in procesu		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	289–290	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
805	maj68-1311	Ifigenija Zagoričnik (1953)	Pesmi: Delaš (1972) [maj68]	#ZagoričnikIfigenija	Delaš		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	290	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
806	maj68-1312	Ifigenija Zagoričnik (1953)	Pesmi: Karavana (1972) [maj68]	#ZagoričnikIfigenija	Karavana		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	290	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
807	maj68-1313	Ifigenija Zagoričnik (1953)	Pesmi: Pregled (1972) [maj68]	#ZagoričnikIfigenija	Pregled		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	291	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
808	maj68-1314	Ifigenija Zagoričnik (1953)	Pesmi: Za vse šole za intenzivne in druge tečaje za turiste za javne delavce (1972) [maj68]	#ZagoričnikIfigenija	Za vse šole za intenzivne in druge tečaje za turiste za javne delavce		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	292	poezija	visoka	odsotna	knjižni jezik	odsotna	italijanščina	visoka	Naslovi pesmi so v reviji napisani z malimi začetnicami.
809	maj68-1315	Ifigenija Zagoričnik (1953)	Pesmi: Vojaška (1972) [maj68]	#ZagoričnikIfigenija	Vojaška		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	293	poezija	srednja	odsotna	knjižni jezik	odsotna	francoščina	nizka	Naslovi pesmi so v reviji napisani z malimi začetnicami.
810	maj68-1316	Ifigenija Zagoričnik (1953)	Pesmi: Ne razumem te (1972) [maj68]	#ZagoričnikIfigenija	Ne razumem te		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	293	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
811	maj68-1317	Ifigenija Zagoričnik (1953)	Pesmi: Spet te ne razumem (1972) [maj68]	#ZagoričnikIfigenija	Spet te ne razumem		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	293	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
812	maj68-1318	Ifigenija Zagoričnik (1953)	Pesmi: Tuja dežela (1972) [maj68]	#ZagoričnikIfigenija	Tuja dežela		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	294	poezija	srednja	nizka	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
813	maj68-1319	Ifigenija Zagoričnik (1953)	Pesmi: Ašest etri (1972) [maj68]	#ZagoričnikIfigenija	Ašest etri		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	294	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
814	maj68-1320	Ifigenija Zagoričnik (1953)	Pesmi: Kadar rama ne more ven kadar se maže (1972) [maj68]	#ZagoričnikIfigenija	Kadar rama ne more ven kadar se maže		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	295	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
815	maj68-1321	Ifigenija Zagoričnik (1953)	Pesmi: Rjava proizvedba (1972) [maj68]	#ZagoričnikIfigenija	Rjava proizvedba		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	295	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	Naslovi pesmi so v reviji napisani z malimi začetnicami.
816	maj68-1322	Milan Kleč (1954)	Pesmi: Kaznilništvo (1972) [maj68]	#KlečMilan	Kaznilništvo		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	296–298	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
817	maj68-1323	Milan Kleč (1954)	Pesmi: Podnaslovi sanj (1972) [maj68]	#KlečMilan	Podnaslovi sanj		Pesmi				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	299	poezija	srednja	odsotna	splošni pogovorni jezik	nizka		odsotna	
818	maj68-1324	Ferdinand Miklavc (1948)	Pesniško besedilo (1972) [maj68]	#MiklavcFerdinand	Pesniško besedilo						1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	399–302	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
819	maj68-1325	Uroš Kalčič (1951)	Kratke vsebine: Ljubezniška skušnja (1972) [maj68]	#KalčičUroš	Ljubezniška skušnja		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	303	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
820	maj68-1326	Uroš Kalčič (1951)	Kratke vsebine: Vmes (1972) [maj68]	#KalčičUroš	Vmes		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	303–304	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
821	maj68-1327	Uroš Kalčič (1951)	Kratke vsebine: Kako imam Jožefa (1972) [maj68]	#KalčičUroš	Kako imam Jožefa		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	304–305	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
822	maj68-1328	Uroš Kalčič (1951)	Kratke vsebine: Lirični dogodek s polja (1972) [maj68]	#KalčičUroš	Lirični dogodek s polja		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	305–306	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
823	maj68-1329	Uroš Kalčič (1951)	Kratke vsebine: Postopna vzpostavitev ravnotežja (1972) [maj68]	#KalčičUroš	Postopna vzpostavitev ravnotežja		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	306–307	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
824	maj68-1330	Uroš Kalčič (1951)	Kratke vsebine: Modrost dveh mož (1972) [maj68]	#KalčičUroš	Modrost dveh mož		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	307	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
825	maj68-1331	Uroš Kalčič (1951)	Kratke vsebine: Kakšno smolo je imal moj djed (1972) [maj68]	#KalčičUroš	Kakšno smolo je imal moj djed		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	307	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
826	maj68-1332	Uroš Kalčič (1951)	Kratke vsebine: Jesenjska (1972) [maj68]	#KalčičUroš	Jesenjska		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	307–308	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
827	maj68-1333	Uroš Kalčič (1951)	Kratke vsebine: Kazen (1972) [maj68]	#KalčičUroš	Kazen		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	308	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
828	maj68-1334	Uroš Kalčič (1951)	Kratke vsebine: Pokvarjena iulestika (1972) [maj68]	#KalčičUroš	Pokvarjena iulestika		Kratke vsebine				1972-10	1972-12	oktober–december 1972	Ljubljana	Problemi. Literatura	X/118–119–120	308–309	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
829	maj68-1336	Milan Jesih (1950)	Tukaj moja vam podoba (1972) [maj68]	#JesihMilan	Tukaj moja vam podoba						1972-01-05		5. januar 1972	Ljubljana	Tribuna	XXI/10	3	poezija	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
830	maj68-1337	Tone Tratnik	Jezik (1972) [maj68]	#TratnikTone	Jezik						1972-01-05		5. januar 1972	Ljubljana	Tribuna	XXI/10	4	proza	nizka	odsotna	knjižni jezik	odsotna	srbohrvaščina	srednja	
831	maj68-1341	Uroš Kalčič (1951)	Zgodba o kmetu (1972) [maj68]	#KalčičUroš	Zgodba o kmetu						1972-01-21		21. januar 1972	Ljubljana	Tribuna	XXI/11	8	poezija	nizka	odsotna	knjižni jezik	odsotna		odsotna	
832	maj68-1345	Jure Perovšek	[Brez naslova] (1972) [maj68]	#PerovšekJure							1972-02-28		28. februar 1972	Ljubljana	Tribuna	XXI/13	5	poezija	srednja	odsotna	knjižni jezik	odsotna		odsotna	
833	maj68-1350	[Neznani avtor]	Für fruehlung (1972) [maj68]		Für fruehlung						1972-03-20		20. marec 1972	Ljubljana	Tribuna	XXI/16	8	poezija	srednja	odsotna	knjižni jezik	odsotna	nemščina;angleščina;italijanščina	srednja	
834	maj68-1353	Matjaž Krainer	Dama iz Maksima / Domača naloga (1972) [maj68]	#KrainerMatjaž	Dama iz Maksima	Domača naloga					1972-03-24		24. marec 1972	Ljubljana	Tribuna	XXI/17	8	proza	odsotna	odsotna	knjižni jezik	odsotna		odsotna	
835	maj68-1354	Boris Novak (1953)	Slovo (1972) [maj68]	#NovakBoris	Slovo						1972-04-14		14. april 1972	Ljubljana	Tribuna	XXI/19	16	poezija	srednja	odsotna	knjižni jezik	odsotna	francoščina	nizka	
836	maj68-1355	Branko Novak (1938)	Popotovanje po pešpotih (1972) [maj68]	#NovakBranko	Popotovanje po pešpotih						1972-04-25		25. april 1972	Ljubljana	Tribuna	XXI/20	6	proza	nizka	odsotna	knjižni jezik	odsotna		odsotna	
837	maj68-1368	Matjaž Hanžek (1949)	Pesmi 66: Kartaš (1972) [maj68]	#HanžekMatjaž	Kartaš		Pesmi 66				1972-11-22		22. november 1972	Ljubljana	Tribuna	XXII/1–2	6	poezija	visoka	odsotna	knjižni jezik	odsotna	angleščina	nizka	
838	maj68-1369	Matjaž Hanžek (1949)	Pesmi 66: Pesem dolina (1972) [maj68]	#HanžekMatjaž	Pesem dolina		Pesmi 66				1972-11-22		22. november 1972	Ljubljana	Tribuna	XXII/1–2	6	poezija	srednja	odsotna	knjižni jezik	odsotna	angleščina	nizka	
839	maj68-1370	Matjaž Hanžek (1949)	Pesmi 66: Restavration man (1972) [maj68]	#HanžekMatjaž	Restavration man		Pesmi 66				1972-11-22		22. november 1972	Ljubljana	Tribuna	XXII/1–2	6	poezija	visoka	odsotna	knjižni jezik	odsotna		odsotna	
840	maj68-1371	Milan Osrajnik (1949)	Prezvočenje razzvočenega (1972) [maj68]	#OsrajnikMilan	Prezvočenje razzvočenega						1972-11-22		22. november 1972	Ljubljana	Tribuna	XXII/1–2	6–7	proza	srednja	odsotna	knjižni jezik	odsotna		odsotna	
